Handle;Title;Body (HTML);Vendor;Product Category;Type;Tags;Published;Option1 Name;Option1 Value;Option1 Linked To;Option2 Name;Option2 Value;Option2 Linked To;Option3 Name;Option3 Value;Option3 Linked To;Variant SKU;Variant Grams;Variant Inventory Tracker;Variant Inventory Policy;Variant Fulfillment Service;Variant Price;Variant Compare At Price;Variant Requires Shipping;Variant Taxable;Variant Barcode;Image Src;Image Position;Image Alt Text;Gift Card;SEO Title;SEO Description;Google Shopping / Google Product Category;Google Shopping / Gender;Google Shopping / Age Group;Google Shopping / MPN;Google Shopping / Condition;Google Shopping / Custom Product;Google Shopping / Custom Label 0;Google Shopping / Custom Label 1;Google Shopping / Custom Label 2;Google Shopping / Custom Label 3;Google Shopping / Custom Label 4;Como usar (product.metafields.como_usar.slider);Antes e Depois (product.metafields.custom.antes_e_depois);Breadcrumb de produto (product.metafields.custom.breadcrumb_de_produto);DatePreSale (product.metafields.custom.datepresale);Descrição longa com abas (product.metafields.custom.descricao_longa_com_abas);Unidade de medida (product.metafields.custom.dosagem);Etiquetas (product.metafields.custom.etiquetas);FAQ (product.metafields.custom.faq);Finalidade (product.metafields.custom.finalidade);Finalização (Busca Home) (product.metafields.custom.finalizacao);Ingredientes com Foto (product.metafields.custom.ingredientes_com_foto);IsPreSale (product.metafields.custom.ispresale);Necessidade (Busca Home) (product.metafields.custom.necessidade);Produto relacionado (Assinatura) (product.metafields.custom.produto_relacionado_assinatura);Tipo de Cabelo (Busca Home) (product.metafields.custom.tipo_de_cabelo);Google: Custom Product (product.metafields.mm-google-shopping.custom_product);Product rating count (product.metafields.reviews.rating_count);Seo Hidden (product.metafields.seo.hidden);Accessory size (product.metafields.shopify.accessory-size);Age group (product.metafields.shopify.age-group);Color (product.metafields.shopify.color-pattern);Fabric (product.metafields.shopify.fabric);Finish (product.metafields.shopify.finish);Hair care finish (product.metafields.shopify.hair-care-finish);Hair type (product.metafields.shopify.hair-type);Hold level (product.metafields.shopify.hold-level);Intended application (product.metafields.shopify.intended-application);Material (product.metafields.shopify.material);Primer use (product.metafields.shopify.primer-use);Product certifications & standards (product.metafields.shopify.product-certifications-standards);Product form (product.metafields.shopify.product-form);Product formulation (product.metafields.shopify.product-formulation);Shampoo type (product.metafields.shopify.shampoo-type);Shape (product.metafields.shopify.shape);Suitable for hair type (product.metafields.shopify.suitable-for-hair-type);Suitable space (product.metafields.shopify.suitable-space);Target gender (product.metafields.shopify.target-gender);Treatment type (product.metafields.shopify.treatment-type);Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products);Related products (product.metafields.shopify--discovery--product_recommendation.related_products);Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display);Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries);Variant Image;Variant Weight Unit;Variant Tax Code;Cost per item;Status;o_que_e;ingredientes;modo_de_uso;passo_a_passo;resultado;itens_do_kit
adesivo-ge-beauty-1;adesivos by stickerland;"<h2 id=""customize-do-seu-jeito"">Customize do seu jeito</h2>
<p>Uma collab especial de adesivos personalizados com Stickerland &amp; GE Beauty para você decorar o que quiser e como quiser, no seu tempo e do seu jeito.</p>
<p>Contém 1 pack com 6 adesivos variados.</p>";GE Beauty;Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers;product;acessorio, avulso;FALSO;Title;Default Title;;;;;;;;PACK01;2.0;shopify;deny;manual;15.00;;VERDADEIRO;VERDADEIRO;'0618341381100;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/adesivos.png?v=1739415087;1;;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cacheados;;;;;;;;;;;;;;;;;;;;;;;;"booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;2.18;active;;;;;;
adesivo-ge-beauty-2;adesivos by stickerland;"<h2 id=""customize-do-seu-jeito"">Customize do seu jeito</h2>

<p>Uma collab especial de adesivos personalizados com Stickerland &amp; GE Beauty para você decorar o que quiser e como quiser, no seu tempo e do seu jeito. </p>

<p>Contém 1 pack com 6 adesivos variados.</p>

<p>[desc curta] Customize do seu jeito.</p>
";GE Beauty;Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers;product;acessorio, avulso;FALSO;Title;Default Title;;;;;;;;PACK02;2.0;shopify;deny;manual;15.00;;VERDADEIRO;VERDADEIRO;'0618341381117;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/18_8_4_475_CARTELA2_Completo.png?v=1739415089;1;;FALSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;2.18;active;;;;;;
bone-no-seu-tempo-do-seu-jeito;"boné ""no seu tempo, do seu jeito""";"<div><span>Boné ""No Seu Tempo, Do Seu Jeito"",  edição limitada em colaboração com A.MAR</span></div>
<div><span><br></span></div>
<div><span>Feito 100% de algodão com lavagem estonada de efeito jeans, ele reflete um estilo casual e autêntico. As cores reais dos bonés são apresentadas nas fotos do site, mas podem variar em redes sociais devido a filtros ou desgaste natural. Um acessório que combina conforto e personalidade, ideal para expressar seu estilo único em qualquer momento.</span></div>";GE Beauty;Apparel & Accessories > Clothing Accessories > Hats > Sun Hats;product;acessorio, avulso;VERDADEIRO;Title;Default Title;;;;;;;;AMAR2;61.0;shopify;deny;manual;190.00;;VERDADEIRO;VERDADEIRO;'074468516069;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/BONE.jpg?v=1739415030;1;;FALSO;;;;;adult;;;;;;;;;;;;;;;edicao-limitada;;;;;;;;;;;;tamanho-unico;adultos;vermelho;algodao;;;;;;;;;;;;;;;unissex;;"booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;115.00;active;;;;;;
booster-antifrizz;booster antifrizz;<p><strong>Fios alinhados, protegidos e livres de frizz</strong><br>Um concentrado inteligente que controla o volume, protege do calor e mantém o cabelo macio e brilhante.</p>;GE Beauty;Health & Beauty > Personal Care > Hair Care > Hair Styling Products;product;antifrizz, avulso, booster, cabelos-cacheados, cabelos-crespos, cabelos-finos, cabelos-lisos, cabelos-ondulados, cabelos-porosos, formula, full-size, lancto2025, protecao-termica, protecao-uv, sem-volume;VERDADEIRO;Title;Default Title;;;;;;;;GEB 022;50.0;shopify;deny;manual;79.00;;VERDADEIRO;VERDADEIRO;'7896768412703;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/GE-35560.jpg?v=1742578678;1;Booster antifrizz GE Beauty - sérum capilar para controle de frizz em todos os tipos de cabelo;FALSO;Booster Antifrizz GE Beauty | Fios Alinhados e Protegidos;Reduza frizz e volume com o Booster Antifrizz GE Beauty. Protege do calor, controla a umidade e mantém o brilho natural.;1901;;;;;;;;;;;;cabelo-alinhado-protegido-e-com-brilho-natural;;;descricao-longa-djbvzucr;15mL;lancamento;"posso-usar-o-booster-antifrizz-em-qualquer-tipo-de-cabelo; ele-pesa-ou-deixa-o-cabelo-oleoso; como-usar-para-proteger-do-calor; e-se-eu-quiser-so-dar-um-retoque-durante-o-dia; o-booster-ajuda-mesmo-com-umidade; o-que-sao-boosters; os-boosters-podem-ser-usados-com-qualquer-produto-da-linha; posso-usar-mais-de-um-booster-de-uma-vez; posso-usar-um-booster-sozinho-ou-seja-sem-mistura-lo-em-nenhum-produto";blinda os fios e reduz o frizz instantaneamente e por muito mais tempo;"Cachos definidos
Ondas naturais
Babyliss duradouro
Hidratado e com brilho";;;"Com frizz
Com química ou descoloridos";;"Cacheados
Crespos
Lisos
Ondulados
Equilibrados
Oleosos ou mistos
Desidratados
Finos";;;;;;;;;;"liso; normal; ondulado; encaracolado; dry";;;;;;;;;;;;unissex;;"primer-liso-intacto; primer-cachos-definidos; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; primer-liso-intacto; primer-cachos-definidos; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;14.74;active;;;;;;
booster-antioxidante-ge-beauty-15ml;booster antioxidante;<p><strong>Prevenção do desbotamento e e vitalidade do fio, proteção solar e da poluição</strong><br>Um concentrado de ativos que combate danos diários e mantém o cabelo saudável e vibrante.</p>;GE Beauty;Health & Beauty > Personal Care > Hair Care;product;avulso, booster, cabelos-coloridos, cabelos-lisos, cabelos-ondulados, cabelos-quimicamente-tratados, couro-cabeludo, curva-c, formula, full-size, home-showcase-one, limpeza, produtos-menu, produtos-recomendados, produtos-relacionados, queda-quebra, sem-desconto, sensivel;VERDADEIRO;Title;Default Title;;;;;;;;GEB 023;50.0;shopify;deny;manual;59.00;75.00;VERDADEIRO;VERDADEIRO;'7896768471175;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/1_674e2b61-b9a0-4d8b-82e5-fb434fb787c5.jpg?v=1739415066;1;Booster Antioxidante GE Beauty: Prevenção do desbotamento e e vitalidade do fio, proteção solar e da poluição;FALSO;Booster Antioxidante GE Beauty | Proteção e Fios Mais Vivos;Proteja seus fios com o Booster Antioxidante GE Beauty. Menos desbotamento, mais brilho e defesa contra raios UV e poluição.;;;;;;;;;;;;;fios-protegidos-cor-mais-viva-e-couro-cabeludo-saudavel;;;descricao-longa-7fr4ppa6;15mL;20-off;"tem-cheiro; deixa-o-cabelo-pesado-ou-oleoso; o-booster-antioxidante-e-indicado-para-todo-tipo-de-cabelo; pode-usar-em-cabelo-tingido; quantas-vezes-por-semana-devo-usar; o-que-sao-boosters; os-boosters-podem-ser-usados-com-qualquer-produto-da-linha; posso-usar-mais-de-um-booster-de-uma-vez; posso-usar-um-booster-sozinho-ou-seja-sem-mistura-lo-em-nenhum-produto";previne o desbotamento da cor e preserva a vitalidade dos fios;;;;;;;;'1;;;;;;;;"encaracolado; liso; ondulado";;;;;;liquid;;;;;;unissex;;"booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;17.55;active;"Seu cabelo também sofre com as agressões do dia a dia? Sol, poluição e até o calor do secador aceleram o desgaste e o desbotamento dos fios. O Booster Antioxidante GE Beauty é a dose extra de defesa que faltava no seu ritual.

Formulado com extrato de chá verde que protege contra agressões externas e mantém os fios saudáveis, pantenol que hidrata e fortalece a fibra capilar, e xilitol que ajuda a reequilibrar o couro cabeludo, prevenindo o ressecamento.

Ajuda a manter a vitalidade, a cor e o brilho natural do cabelo por muito mais tempo.";"Ingredientes do Booster Antioxidante GE Beauty                                                                                          Polluout: ativo à base de chá verde, pantenol (pró-vitamina B5) e xilitol (açúcar derivado do milho) que protege a fibra capilar reduzindo a aderência de partículas poluentes no fio. Possui uma ação protetora imediata contra luz solar, garantindo fios mais fortes e brilhantes, além de um couro cabeludo mais saudável.

Lista completa de ingredientes:
Aqua, Galactoarabinan, Salvia Hispanica Seed Extract, Glycerin, Trehalose, Xylitol, Panthenol, Camellia Sinensis Leaf Extract, Sodium Phosphate, Caprylyl Glycol.";"Como usar o Booster Antioxidante GE Beauty
SHAMPOO SEM SULFATO GE BEAUTY: de 3 a 7 gotas para aclamar o couro cabeludo sensível, ideal para cuidados pós-química.
MÁSCARA CONDICIONADORA GE BEAUTY: de 2 a 6 gotas para nutrir e proteger a vitalidade do fio.
LEAVE-IN COM PROTEÇÃO TÉRMICA GE BEAUTY: de 2 a 3 gotas para proteção UV e prevenção do desbotamento da coloração.
*Para obter resultados o Booster Antioxidante sempre deve ser adicionado a um produto GE Beauty em uma das fases de cuidados com os fios.";"{""type"":""root"",""children"":[{""listType"":""ordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Pingue de 3 a 7 gotas no ""},{""url"":""https://gebeauty.com.br/products/shampoo-sem-sulfato-ge-beauty-250ml"",""title"":""Shampoo sem sulfato GE Beauty | Limpeza Suave e Fios Soltos"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""shampoo""}]},{""type"":""text"",""value"":"" para acalmar o couro cabeludo.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Use de 2 a 6 gotas na ""},{""url"":""https://gebeauty.com.br/products/mascara-condicionadora-ge-beauty-200ml"",""title"":""Máscara condicionadora GE Beauty | Hidratação Intensa e Cabelo Sem Frizz"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""máscara""}]},{""type"":""text"",""value"":"" para nutrir e proteger o fio.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Finalize com 2 a 3 gotas no ""},{""url"":""https://gebeauty.com.br/products/leave-in-com-protecao-termica-ge-beauty-150ml"",""title"":""Leave-in com proteção térmica GE Beauty | Proteção Térmica e Fios Leves"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""leave-in""}]},{""type"":""text"",""value"":"" para proteger dos raios UV e evitar o desbotamento.""}]}]}]}";"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protege contra os danos solares e poluição""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Preserva a cor e o brilho, retardando o desbotamento""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mantém a hidratação natural""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deixa o couro cabeludo mais equilibrado""}]}]}]}";
booster-definicao-ge-beauty-15ml;booster definição;<p><strong>Volume, definição e textura natural por até 12 horas</strong><br>Um booster que realça, prolonga e protege a finalização sem pesar nos fios.</p>;GE Beauty;Health & Beauty > Personal Care > Hair Care > Hair Styling Products;product;antifrizz, avulso, booster, cabelos-cacheados, cabelos-crespos, cabelos-finos, cabelos-lisos, cabelos-ondulados, formula, full-size, protecao-termica, sem-volume;VERDADEIRO;Title;Default Title;;;;;;;;GEB 021;50.0;shopify;deny;manual;69.00;;VERDADEIRO;VERDADEIRO;'7896768471182;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/1.jpg?v=1739415068;1;Booster definição GE Beauty - sérum capilar para definição de cachos e controle de volume;FALSO;Booster Definição GE Beauty | Volume e Textura Natural;Defina e prolongue a finalização por até 12h com o Booster Definição GE Beauty. Volume flexível, brilho e proteção contra umidade.;1901;;;;;;;;;;;;antes-e-depois-ygz0jqjx;;;descricao-longa-ecbx4sbf;15mL;mais-vendido-1;"o-que-sao-boosters; os-boosters-podem-ser-usados-com-qualquer-produto-da-linha; posso-usar-mais-de-um-booster-de-uma-vez; posso-usar-um-booster-sozinho-ou-seja-sem-mistura-lo-em-nenhum-produto; posso-usar-o-booster-definicao-sozinho-sem-misturar-em-outros-produtos; funciona-para-todos-os-tipos-de-cabelo; ele-deixa-o-cabelo-duro-ou-pesado; ajuda-a-controlar-o-frizz; posso-usar-com-secador-ou-difusor";potencializa textura natural e definição por 12h;;;;;;;;'8;;;;;;;;"encaracolado; dry; normal; liso; ondulado";;;;;;liquid;;;;;;;;"booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;15.51;active;"Quem quer definição e volume natural sabe como é difícil manter o cabelo bonito o dia todo, especialmente em dias úmidos.

O Booster Definição GE Beauty é um concentrado com chia que ajuda a manter os cachos definidos por mais tempo e reduz o frizz, linhaça que proporciona resistência e forma um filme que sustenta ondas e cachos naturais, e vitaminas e minerais que fortalecem a fibra capilar promovendo brilho e maciez.

Prolonga a finalização por até 12 horas, deixando o cabelo com movimento, toque macio e brilho natural.";"Ingredientes do Booster Definição GE Beauty

Wavemax®: fórmula à base de chia e linhaça com alto teor de vitaminas e minerais. Forma um filme resistente e flexível na fibra capilar que protege contra a umidade e alinha as cutículas do fio, garantindo mechas definidas por mais tempo.

Lista completa de ingredientes:
Aqua, Linum Usitatissimum Seed Extract, Salvia Hispanica Seed Extract, Benzyl Alcohol, Xylitol, Caprylic Acid.";"Como usar o Booster Definição GE Beauty
SOZINHO: você pode usá-lo sozinho como finalizador, aplique de 3 a 5 gotas no comprimento dos fios para prolongar a finalização escolhida por até 12h, ótimo para dar aquele retoque durante o dia.
SHAMPOO SEM SULFATO GE BEAUTY: de 3 a 7 gotas para limpeza com volume, para aqueles dias que você quer um cabelão.
MÁSCARA CONDICIONADORA GE BEAUTY: de 5 a 7 gotas para hidratar e dar volume.
LEAVE-IN COM PROTEÇÃO TÉRMICA GE BEAUTY: de 5 a 7 gotas (regule de acordo com o seu cabelo) para finalização com mais definição, proteção térmica e duração de até 12h.";"{""type"":""root"",""children"":[{""listType"":""ordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Adicione de 3 a 7 gotas no ""},{""url"":""https://gebeauty.com.br/products/shampoo-sem-sulfato-ge-beauty-250ml"",""title"":""Shampoo sem sulfato GE Beauty | Limpeza Suave e Fios Soltos"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""shampoo""}]},{""type"":""text"",""value"":"" para limpar e dar volume.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Misture 5 a 10 gotas na ""},{""url"":""https://gebeauty.com.br/products/mascara-condicionadora-ge-beauty-200ml"",""title"":""Máscara condicionadora GE Beauty | Hidratação Intensa e Cabelo Sem Frizz"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""máscara""}]},{""type"":""text"",""value"":"" para nutrir e dar volume ao fio.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Use 5 a 10 gotas no ""},{""url"":""https://gebeauty.com.br/products/leave-in-com-protecao-termica-ge-beauty-150ml"",""title"":""Leave-in com proteção térmica GE Beauty | Proteção Térmica e Fios Leves"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""leave-in""}]},{""type"":""text"",""value"":"" ou puro, aplicando nas mãos e amassando no cabelo para finalizar com alta definição.""}]}]}]}";"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mantém o volume e a definição por até 12 horas""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Realça a textura natural do fio, sem pesar""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Cria um escudo flexível que protege da umidade e controla o frizz""}]}]}]}";
booster-fortificante-ge-beauty-15ml;booster fortificante;<p><strong>Fios mais fortes, couro cabeludo saudável e menos queda</strong><br>Um concentrado que nutre, controla oleosidade e combate a quebra, para cabelos resistentes e cheios de vida.</p>;GE Beauty;Health & Beauty > Personal Care > Hair Care > Hair Loss Treatments;product;avulso, booster, cabelos-lisos, cabelos-oleosos, cabelos-ondulados, cabelos-porosos, couro-cabeludo, curva-c, forca-e-nutricao, formula, full-size, home-showcase-one, limpeza, queda-quebra, raiz-oleosa, sensivel;VERDADEIRO;Title;Default Title;;;;;;;;GEB 019;50.0;shopify;deny;manual;59.00;75.00;VERDADEIRO;VERDADEIRO;'7896768404715;https://cdn.shopify.com/s/files/1/0807/8344/2240/files/1_819a60ff-28e3-4973-ad7d-17b1394b1332.jpg?v=1739415079;1;Booster fortificante GE Beauty - Um concentrado que nutre, controla oleosidade e combate a quebra, para cabelos resistentes e cheios de vida.;FALSO;Booster Fortificante GE Beauty | Fios Fortes e Sem Quebra;Fortaleça seu cabelo com o Booster Fortificante GE Beauty. Menos quebra, couro cabeludo equilibrado e fios cheios de vida.;4766;;;;;;;;;;;;fios-mais-resistentes-couro-cabeludo-equilibrado-e-brilho-saudavel;;;descricao-longa-wsbsvuj1;15mL;20-off;"posso-usar-o-booster-fortificante-todos-os-dias; controla-oleosidade-mesmo; ajuda-mesmo-no-crescimento; posso-usar-so-no-comprimento; pesa-no-cabelo-fino; o-que-sao-boosters; os-boosters-podem-ser-usados-com-qualquer-produto-da-linha; posso-usar-mais-de-um-booster-de-uma-vez; posso-usar-um-booster-sozinho-ou-seja-sem-mistura-lo-em-nenhum-produto";controla a oleosidade e potencializa a nutrição;;;;;;;;;;;;;;;;;;;;;;;;;;;;unissex;topico;"booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";"caixa-para-presente-vermelha; booster-antifrizz; shampoo-sem-sulfato-travel-size; mascara-condicionadora-travel-size; booster-definicao-ge-beauty-15ml; escova-polvo-ge-beauty; escova-oval-ge-beauty";ahead;;;kg;;15.76;active;"Se seu cabelo está mais frágil, quebradiço ou caindo além do normal, o Booster Fortificante GE Beauty é o aliado perfeito.

Formulado com biotina que estimula o crescimento saudável e fortalece a fibra capilar, algas vermelhas que aumentam a resistência dos fios, e alcaçuz que possui ação calmante e protetora no couro cabeludo.

Age da raiz às pontas para deixar o cabelo forte, nutrido e com brilho natural.";"Ingredientes do Booster Fortificante GE Beauty                                                                                                         Biotina: Reestabelece o crescimento capilar. Ação preventiva contra a queda.
Algas vermelhas: preserva e fortalece a integridade da fibra.
Pantenol: vitamina B5, alta capacidade hidratante, nutre e condiciona.
Alcaçuz: adstringente e antiinflamatória, regula a secreção sebácea,
equilibrando a oleosidade.

Lista completa de ingredientes:
Aqua, Glycerin, Rose Extract, Glycyrrhiza Glabra (Licorice) Rhizome/Root, Cichorium Intybus (Chicory) Leaf Extract, Hydrolyzed Rhodophyceae Extract, Panthenol, Linoleic Acid, Xylitol, Caprylic Acid, Disodium EDTA, Caprylyl Glycol, Menthol, Biotin.";"Como usar o Booster Fortificante GE Beauty 
SHAMPOO SEM SULFATO GE BEAUTY: de 3 a 7 gotas para limpar controlando a oleosidade e prevenindo a queda (mínimo 3x na semana)
MÁSCARA CONDICIONADORA GE BEAUTY: de 2 a 5 gotas para tratamento de nutrição intensiva, deixando os fios mais fortes e evitando a quebra dos fios
LEAVE-IN COM PROTEÇÃO TÉRMICA GE BEAUTY: de 2 a 3 gotas para finalizar com nutrição extra, prevenindo a quebra.
*Para obter resultados o Booster Fortificante sempre deve ser adicionado a um produto GE Beauty em uma das fases de cuidados com os fios.";"{""type"":""root"",""children"":[{""listType"":""ordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Pingue 3 a 7 gotas no ""},{""url"":""https://gebeauty.com.br/products/shampoo-sem-sulfato-ge-beauty-250ml"",""title"":""Shampoo sem sulfato GE Beauty | Limpeza Suave e Fios Soltos"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""shampoo""}]},{""type"":""text"",""value"":"", pelo menos 3x na semana, para controlar oleosidade e auxiliar na queda.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Use 3 a 6 gotas na ""},{""url"":""https://gebeauty.com.br/products/mascara-condicionadora-ge-beauty-200ml"",""title"":""Máscara condicionadora GE Beauty | Hidratação Intensa e Cabelo Sem Frizz"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""máscara""}]},{""type"":""text"",""value"":"" para um tratamento de nutrição intensiva.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Finalize com 2 a 3 gotas no ""},{""url"":""https://gebeauty.com.br/products/leave-in-com-protecao-termica-ge-beauty-150ml"",""title"":""Leave-in com proteção térmica GE Beauty | Proteção Térmica e Fios Leves"",""target"":""_blank"",""type"":""link"",""children"":[{""type"":""text"",""value"":""leave-in""}]},{""type"":""text"",""value"":"" para dar brilho e manter os fios protegidos.""}]}]}]}";"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Cabelo mais forte e resistente, com menos quebra""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Couro cabeludo equilibrado e saudável""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Brilho e maciez visíveis, sem pesar""}]}]}]}";
